Geneid,glyphosatea,glyphosateb,watera,waterb
LOC122584861,876,1009,819,515
LOC122586578,6,10,2,1
LOC122586586,0,0,0,0
LOC122597195,0,0,0,0
LOC122586617,2,6,2,1
LOC122597531,15,1,1,15
LOC122597516,14,18,10,15
LOC122597523,32,28,28,41
LOC122586640,29,63,37,38
LOC122586166,8,47,264,35
LOC122586648,2,1,2,0
LOC122586069,37,1,28,44
LOC122586658,1,0,0,0
LOC122586666,0,0,0,0
LOC122586675,10,33,43,13
LOC122598658,1,28,95,10
LOC122586684,2,5,18,4
LOC122602045,1708,1131,1522,1237
LOC122586695,7,13,44,4
LOC122603398,1085,1438,1442,742
LOC122586704,2,0,0,0
LOC122585327,14,3,6,5
LOC122597051,1,0,0,0
LOC122586720,330,331,290,170
LOC122602297,47,91,81,56
LOC122602233,43,145,135,52
LOC122602320,1,0,1,1
LOC122602305,2,1,1,14
LOC122586728,0,0,0,0
LOC122602281,4,1,2,1
LOC122602312,43,45,47,37
LOC122602327,68,71,29,19
LOC122586737,39,106,23,16
LOC122602272,43,32,35,18
LOC122586762,20,24,21,4
LOC122602289,20,52,56,25
LOC122586771,41,49,52,38
LOC122602215,150,251,73,69
LOC122602262,4879,3262,2618,2128
LOC122580840,468,525,660,648
LOC122601450,1426,1446,2025,1559
LOC122586779,0,0,1,0
LOC122586789,0,0,0,0
LOC122611305,567,652,445,388
LOC122586798,102,85,154,96
LOC122596800,139,123,395,282
LOC122585997,10,13,35,14
LOC122585996,758,440,585,369
LOC122585376,477,545,653,492
LOC122586816,0,0,0,0
LOC122586824,0,0,0,0
LOC122586833,11,12,14,4
LOC122586842,22,26,12,5
LOC122586850,244,354,150,171
LOC122585003,191,93,215,160
LOC122585001,20,68,35,18
LOC122586859,0,0,0,0
LOC122579411,2914,2636,2162,1452
LOC122602876,624,1191,4024,2983
LOC122586207,0,0,0,1
LOC122585584,238,189,316,217
LOC122585585,63,31,62,56
LOC122585693,4,3,19,15
LOC122584805,118,33,40,153
LOC122586874,67,71,37,28
LOC122586883,0,0,0,0
LOC122584803,1,6,4,4
LOC122584806,10,12,36,33
LOC122584810,1,4,6,3
LOC122586901,168,215,105,120
LOC122584808,17,16,15,5
LOC122586918,78,56,34,48
LOC122584807,82,16,30,108
LOC122586927,36,90,38,39
LOC122586936,1,8,7,0
LOC122586946,38,47,108,67
LOC122586967,6,96,131,4
LOC122608094,0,0,0,0
LOC122608102,2,5,20,2
LOC122586977,26,16,13,37
LOC122586986,1,15,18,0
LOC122586994,0,0,0,0
LOC122587003,39,113,141,39
LOC122597017,13,12,12,12
LOC122587014,0,2,0,0
LOC122587023,0,0,0,0
LOC122586116,215,169,309,212
LOC122587030,7,32,55,35
LOC122582959,85,64,176,183
LOC122584824,5058,4655,8004,5423
LOC122586043,7,4,8,11
LOC122587057,186,234,149,241
LOC122587065,91,158,383,198
LOC122587074,67,207,121,96
LOC122587084,314,1220,498,2482
LOC122587104,38,263,2460,803
LOC122585792,11,70,676,263
LOC122587113,4,4,64,62
LOC122582531,5,50,120,25
LOC122587122,3,0,0,0
LOC122585810,3,24,50,3
LOC122587130,0,0,0,0
LOC122584938,1206,1027,1268,1018
LOC122587140,0,0,0,0
LOC122604530,363,328,1475,1557
LOC122580976,223,235,341,271
LOC122585311,0,0,0,0
LOC122587149,1,0,0,0
LOC122587161,0,0,0,0
LOC122587170,0,0,0,0
LOC122585793,0,0,0,0
LOC122601238,4029,2406,1333,1246
LOC122585432,109,120,229,198
LOC122585733,0,2,2,0
LOC122585447,0,1,0,0
LOC122587203,0,0,0,0
LOC122584844,1067,980,1003,790
LOC122600975,1548,1457,2215,1537
LOC122579083,168,193,375,288
LOC122585484,506,506,1015,641
LOC122587219,0,0,0,1
LOC122584954,134,105,29,20
LOC122609630,499,490,576,487
LOC122608344,348,373,798,709
LOC122585471,9,21,14,2
LOC122584657,382,229,319,150
LOC122584931,35,28,13,25
LOC122579664,931,564,582,459
LOC122600601,0,0,0,0
LOC122606697,515,655,1121,973
LOC122598364,5158,4356,451,404
LOC122587506,1,1,1,0
LOC122587237,0,0,1,0
LOC122595164,0,0,0,1
LOC122606772,1038,979,2548,2189
LOC122582094,571,1053,1209,694
LOC122582790,293,297,453,273
LOC122585870,603,530,800,574
LOC122582177,166,152,255,205
LOC122585362,84,85,140,99
LOC122585358,461,364,475,580
LOC122584662,46,47,96,93
LOC122603442,276,413,1029,927
LOC122607163,144,105,284,258
LOC122607170,4,1,1,4
LOC122585631,181,36,82,698
LOC122606592,450,554,810,594
LOC122599564,74,77,145,142
LOC122587255,0,0,0,0
LOC122599554,98,78,139,95
LOC122602035,1632,1537,3671,2920
LOC122585265,0,0,2,1
LOC122587265,0,1,0,0
LOC122587281,0,0,0,0
LOC122584901,811,286,191,327
LOC122580110,132,62,304,605
LOC122583251,34,142,501,261
LOC122582608,145,156,381,235
LOC122586360,29,124,1300,1116
LOC122587299,0,7,28,15
LOC122585540,1,0,0,0
LOC122580950,311,291,319,289
LOC122585745,66,98,191,140
LOC122587326,0,0,0,0
LOC122587338,0,0,3,1
LOC122582627,1013,1013,1314,1028
LOC122585402,39,125,33,10
LOC122585059,2604,2022,926,738
LOC122587347,0,0,0,0
LOC122586189,57,11,11,51
LOC122586200,0,0,1,1
LOC122587356,23,2,4,7
LOC122586068,196,216,2,2
LOC122587372,71,205,221,819
LOC122587382,75,233,180,726
LOC122587406,73,79,90,274
LOC122584770,161,150,220,139
LOC122587414,966,1624,1245,2621
LOC122586598,2,0,0,1
LOC122587424,0,0,0,0
LOC122606002,803,682,792,563
LOC122600434,2098,1660,2261,1777
LOC122583857,23,61,91,95
LOC122585208,83,87,118,57
LOC122607189,525,519,528,404
LOC122598831,4349,3298,3024,2398
LOC122606091,310,286,778,656
LOC122601697,2328,2492,10788,8128
LOC122601707,2343,1960,1362,1221
LOC122607458,520,570,1138,929
LOC122578378,1337,691,1598,1808
LOC122587433,0,0,0,1
LOC122587456,0,0,0,0
LOC122587464,0,0,0,0
LOC122586591,159,145,297,220
LOC122585951,123,108,260,173
LOC122599677,563,341,535,567
LOC122587499,1,0,0,2
LOC122585802,1,0,0,2
LOC122597027,1,1,1,1
LOC122587525,0,0,0,1
LOC122610259,30,32,22,25
LOC122610280,0,0,1,2
LOC122582009,230,255,458,401
LOC122585593,29,17,27,27
LOC122606551,404,458,401,302
LOC122578490,456,538,489,290
LOC122585273,11,21,73,44
LOC122610637,178,119,185,142
LOC122587582,13,14,29,18
LOC122587593,0,0,0,0
LOC122585213,5,0,0,5
LOC122587620,0,0,0,0
LOC122599968,2709,1809,2205,1574
LOC122587641,0,0,0,0
LOC122602943,2628,1981,2521,1653
LOC122579022,2088,2079,1682,1606
LOC122580299,1057,700,618,527
LOC122587658,17,7,32,21
LOC122587663,15,3,6,2
LOC122587669,6,9,18,10
LOC122587676,9,7,16,7
LOC122585365,1421,2109,10425,7242
LOC122585262,124,146,364,294
LOC122606234,1447,1079,2277,3475
LOC122586058,10,9,17,10
LOC122585962,3,6,3,0
LOC122587705,1,0,0,0
LOC122581251,1312,1281,892,640
LOC122586155,1,0,2,1
LOC122586057,0,2,0,0
LOC122587712,0,0,0,0
LOC122604945,242,169,2,1
LOC122604956,1073,710,637,564
LOC122600137,1609,1511,692,496
LOC122602924,480,502,1023,788
LOC122586163,10726,7458,4282,3957
LOC122586161,24,23,26,25
LOC122586102,101,89,223,167
LOC122584871,262,563,335,298
LOC122584872,82,75,62,65
LOC122584832,565,1042,5947,4900
LOC122607560,510,407,474,368
LOC122580808,140,217,422,311
LOC122587732,0,0,0,0
LOC122589688,112,87,392,322
LOC122579985,1291,1443,5923,4366
TRNAG-CCC,0,0,0,0
LOC122585337,45,48,82,50
LOC122587744,0,0,0,0
LOC122580212,225,348,456,317
LOC122587751,0,0,2,1
LOC122587756,1,1,1,1
LOC122579164,47,50,67,58
LOC122587768,0,0,0,0
LOC122579175,55,52,33,11
LOC122587770,0,0,0,0
LOC122587783,0,0,0,0
LOC122587789,12,25,13,9
LOC122587805,13,121,12,4
LOC122578055,0,0,0,1
LOC122578047,30,22,7,19
LOC122587810,54,110,45,35
LOC122583357,274,356,116,70
LOC122601145,2596,2144,2070,1628
LOC122601134,1311,1030,1271,1000
LOC122610252,354,315,453,378
LOC122585191,132,106,81,108
LOC122585178,29,86,258,126
LOC122587817,0,0,0,0
LOC122586147,7,9,13,9
LOC122587822,6,7,16,10
LOC122582223,68,99,5,3
LOC122582215,220,273,753,535
LOC122587828,0,0,0,0
LOC122604737,681,625,1284,1021
LOC122602847,2184,2081,2575,1751
LOC122604074,651,741,688,507
LOC122602505,183,203,359,297
LOC122584673,4918,4043,5312,3748
LOC122584674,12,67,244,142
LOC122581868,261,100,0,0
LOC122610196,357,278,474,458
LOC122600639,816,900,1872,1723
TRNAA-CGC,0,0,0,0
LOC122587861,0,0,0,0
LOC122584876,823,745,1160,752
LOC122585323,5,4,4,4
LOC122585016,342,347,623,374
LOC122587874,14,16,40,14
LOC122608317,412,473,787,620
LOC122582946,425,404,706,517
LOC122584967,28,32,99,119
LOC122587885,3,1,1,0
LOC122578234,1354,1262,1495,1144
LOC122584758,29,29,107,87
LOC122585610,523,1353,144,95
LOC122585444,8,6,10,8
LOC122584686,34,45,40,30
LOC122587909,0,0,0,0
LOC122587917,0,0,1,3
LOC122584750,239,248,331,219
LOC122584784,43,45,183,145
TRNAM-CAU_1,0,0,0,0
LOC122607087,277,230,289,252
LOC122581301,427,442,2763,2172
LOC122587927,0,0,0,0
LOC122587935,0,0,0,0
LOC122585458,780,683,594,432
LOC122603704,168,246,878,688
LOC122609758,1443,842,483,425
LOC122585816,6,9,38,19
LOC122587943,0,0,0,0
LOC122587953,0,0,0,0
LOC122587960,0,0,0,0
LOC122580576,312,380,707,480
LOC122580594,33,30,90,25
LOC122587968,0,0,1,1
LOC122585336,146,126,123,105
LOC122582450,48,108,291,113
LOC122587976,2,1,0,3
LOC122584826,13,31,158,122
LOC122587985,11,5,12,10
LOC122583879,157,165,353,268
LOC122601636,2935,3304,3669,2616
LOC122584366,58,51,109,76
LOC122584378,2,1,13,10
LOC122609573,960,1019,1454,1091
LOC122605770,315,329,478,274
LOC122587994,0,0,0,0
LOC122586085,106,112,342,230
LOC122585431,41,40,20,20
LOC122608529,208,157,366,241
LOC122585898,6,10,14,13
LOC122582127,156,127,127,46
LOC122609973,157,154,1066,957
LOC122584684,215,145,153,193
LOC122588022,0,1,0,0
LOC122588037,0,0,1,2
LOC122588046,0,0,0,0
LOC122605753,220,343,622,467
LOC122588056,0,0,0,0
LOC122609016,160,228,803,550
LOC122586231,1,0,0,0
LOC122588081,2,0,0,0
LOC122606601,333,262,1211,1214
LOC122608067,154,113,380,502
LOC122610963,513,363,649,609
LOC122607030,677,681,1443,1042
LOC122588098,0,0,0,0
LOC122588116,50,25,20,43
LOC122610914,260,254,321,272
LOC122584775,52,31,25,41
LOC122584776,71,47,35,50
LOC122588134,0,0,0,0
LOC122585892,1947,1593,4558,3428
LOC122585893,127,109,96,56
LOC122604668,966,993,1440,1009
LOC122584779,2,6,17,12
LOC122585200,241,295,471,340
LOC122585115,14,27,83,94
LOC122588144,0,0,0,3
LOC122584937,0,7,3,1
LOC122584936,39,67,394,304
LOC122585390,58,30,69,46
LOC122584941,984,1304,1773,1290
LOC122585093,2096,2294,3292,2340
LOC122588162,0,0,0,0
LOC122588169,1,2,2,1
LOC122586045,1,2,10,16
LOC122610467,511,443,451,393
LOC122585554,57,61,5,7
LOC122585890,0,3,8,7
LOC122603685,3,13,3,0
LOC122584794,516,370,103,103
LOC122601613,365,249,451,356
LOC122601604,91,115,543,545
LOC122599780,0,0,0,0
LOC122579220,1867,1946,1490,1303
LOC122586122,1,0,2,0
LOC122584753,533,484,3374,3050
LOC122585244,39,51,326,283
LOC122588190,0,2,2,0
LOC122604286,1401,1538,1990,1428
LOC122581132,110,113,1017,1009
LOC122583073,414,533,1382,1620
LOC122588199,1,0,0,0
LOC122585735,13,7,29,18
LOC122605906,1432,1308,1773,1388
LOC122604180,349,271,870,741
LOC122584817,924,835,824,566
LOC122585239,136,89,122,143
LOC122608501,7,14,102,72
LOC122584903,74,49,80,74
LOC122585434,91,94,94,67
LOC122588216,0,0,1,0
LOC122580514,261,231,320,252
LOC122586181,86,14,8,95
LOC122585678,11,0,4,30
LOC122603665,310,435,1147,814
LOC122588240,0,0,0,0
LOC122588250,0,0,0,0
LOC122604778,1262,1018,1238,986
LOC122588273,0,0,0,0
LOC122588294,0,0,0,0
LOC122599797,0,0,0,0
LOC122584763,541,320,526,422
LOC122586127,0,0,0,0
LOC122583593,324,305,660,493
LOC122610482,115,137,429,418
LOC122582695,968,855,374,325
LOC122604894,1796,1574,2257,1726
LOC122605100,3076,3491,3579,2469
LOC122585966,1157,1511,2269,1717
LOC122588304,8,2,0,0
LOC122579952,16,10,0,1
LOC122579941,4,9,5,6
LOC122608425,168,301,1014,715
LOC122604365,235,294,1244,1107
LOC122584748,781,569,1497,1074
LOC122602597,1416,1270,1070,846
LOC122591088,2,2,8,7
LOC122585903,217,204,358,197
LOC122588320,1,1,1,1
LOC122588330,0,1,0,2
LOC122588341,2,1,2,2
LOC122588350,2,2,14,1
LOC122585194,603,1780,5538,1336
LOC122599025,0,0,0,0
LOC122585522,755,203,180,21
LOC122585063,1392,910,3234,726
LOC122585064,245,256,319,200
TRNAK-UUU_1,0,0,0,0
LOC122585062,0,0,0,0
LOC122584859,0,0,3,1
LOC122588371,261,200,226,195
LOC122588397,0,0,0,0
LOC122588408,0,0,0,0
LOC122585999,31,29,0,0
LOC122583271,6,3,3,7
LOC122588435,0,0,4,0
LOC122588442,0,1,0,0
LOC122585855,1,19,129,78
LOC122586164,0,0,0,0
LOC122588467,0,0,0,0
LOC122585736,47,59,50,33
LOC122609775,144,158,330,242
LOC122585638,7,29,19,24
LOC122586095,354,326,977,981
LOC122588513,632,562,626,377
LOC122588522,1,1,1,4
LOC122584716,822,725,1077,802
LOC122588544,8,6,11,2
LOC122588553,19,21,10,10
LOC122588563,5,0,0,0
LOC122588573,2,9,3,1
LOC122588584,0,0,0,0
LOC122588591,576,711,394,251
LOC122588598,341,592,208,98
LOC122588608,0,0,0,0
LOC122588617,9,8,8,3
LOC122588626,3,4,2,0
LOC122604449,3770,2780,2084,2214
LOC122588637,0,0,0,1
LOC122588648,0,5,0,0
LOC122584972,120,312,883,220
LOC122585489,105,78,51,43
LOC122588659,0,3,1,0
LOC122585919,22,22,36,24
LOC122585095,0,1,0,0
LOC122588668,13,16,1,5
LOC122588673,0,0,0,0
LOC122588683,1,0,0,0
LOC122585384,28,44,76,31
LOC122588692,0,0,0,0
LOC122585857,1,0,2,0
LOC122585140,10,23,736,871
LOC122588703,652,567,461,226
LOC122588714,402,325,263,152
LOC122588723,7,3,9,9
LOC122579708,360,266,315,244
LOC122602816,3309,2287,1647,1162
LOC122610371,134,159,538,416
LOC122610599,126,82,780,611
LOC122585114,369,287,355,237
LOC122596702,0,0,1,0
LOC122588733,493,350,728,440
LOC122585105,216,271,543,300
LOC122588742,0,0,0,0
LOC122588749,0,1,0,0
LOC122609990,405,419,831,598
LOC122585143,51,34,194,60
LOC122585781,0,0,0,0
LOC122583911,1244,1244,1061,758
LOC122588756,2,1,0,0
LOC122588765,0,0,0,0
LOC122603021,66,79,326,330
LOC122603913,1739,1565,3535,2758
LOC122580156,3107,2860,4636,4206
LOC122588781,0,1,2,2
LOC122588790,0,0,0,0
LOC122588797,0,0,1,0
LOC122588808,0,0,0,0
LOC122588836,0,0,0,0
LOC122584752,147,129,251,182
LOC122584829,34,27,29,20
LOC122588845,8,8,4,4
LOC122588856,12,7,7,5
LOC122584765,123,135,31,25
LOC122580441,321,288,365,260
LOC122585770,762,900,1130,861
LOC122585769,1,5,9,5
LOC122586011,2,12,0,2
LOC122588871,1,0,3,2
LOC122588880,0,0,0,0
LOC122588890,0,0,0,0
LOC122588901,0,0,0,1
LOC122584830,72,86,109,96
LOC122605193,269,302,522,612
LOC122606782,1666,1742,3255,2590
LOC122596625,118,139,425,403
LOC122585237,939,1054,1741,1188
LOC122579718,55,90,705,437
LOC122579727,192,257,220,139
LOC122579746,284,281,851,657
LOC122579736,330,263,938,636
LOC122584926,5,3,1,1
LOC122606176,952,1244,1754,1461
LOC122586017,4,4,13,3
LOC122610171,968,692,1286,938
LOC122588921,18,13,6,1
LOC122588931,474,447,772,515
LOC122603448,1279,1076,1326,1309
LOC122604873,287,191,315,290
LOC122588941,0,0,0,0
LOC122588952,0,0,1,0
LOC122588959,90,128,280,263
LOC122584916,29,28,122,150
LOC122588966,0,0,0,0
LOC122604403,961,958,1626,1229
LOC122585079,17,21,267,317
LOC122578407,252,132,185,470
LOC122600054,235,300,1536,1345
LOC122607100,1747,1725,1864,1650
LOC122582726,99,131,438,365
LOC122588975,1,0,0,0
LOC122607388,1492,1096,5622,5709
LOC122584885,241,122,756,756
LOC122588985,1,0,29,34
LOC122589005,23,13,2,1
LOC122583781,137,198,398,328
LOC122585714,33,29,38,14
LOC122609718,166,117,35,22
LOC122582168,205,242,223,162
LOC122589015,1541,2698,2879,1833
LOC122582351,246,248,402,338
LOC122585970,23,77,40,16
LOC122586023,0,0,0,0
LOC122585240,30,53,317,254
LOC122586712,23,27,72,67
LOC122584567,3,3,3,4
LOC122585791,7,6,9,6
LOC122585790,53,46,49,50
LOC122585049,206,247,243,103
LOC122601493,804,591,1561,1097
LOC122579518,495,534,803,614
LOC122585135,0,7,41,8
LOC122586041,3,0,0,0
LOC122610584,69,100,718,528
LOC122584720,60,88,208,137
LOC122580958,106,133,320,169
LOC122580820,721,2070,8939,4611
LOC122599804,1,3,99,74
LOC122605897,565,592,732,547
LOC122597175,116,98,169,159
TRNAK-CUU,0,0,0,0
LOC122582897,1533,1196,1776,1980
LOC122585716,6,0,0,10
LOC122589049,1,6,4,4
LOC122584020,543,555,1928,1465
LOC122585091,52,20,29,57
LOC122589057,0,0,0,0
LOC122586191,0,0,0,0
LOC122586192,0,0,0,4
LOC122586194,0,0,0,0
LOC122578160,13455,10605,8632,6987
LOC122584917,62,85,114,93
LOC122584868,0,51,79,0
LOC122589068,0,0,0,0
LOC122581956,103,135,245,173
LOC122585464,155,17,3,0
LOC122607576,1198,940,1254,786
LOC122600888,63,109,133,126
LOC122600878,863,1468,1700,2133
LOC122600868,1286,3402,6199,4059
LOC122589087,0,0,0,0
LOC122610626,310,276,108,307
LOC122585511,173,146,595,453
LOC122585355,1030,1001,767,507
LOC122587419,946,1152,387,280
LOC122597113,951,1593,4272,2803
LOC122585713,10,6,5,8
LOC122586143,8,2,18,23
LOC122589107,3,1,3,1
LOC122589118,1,0,0,0
LOC122597595,86,90,96,44
LOC122609748,85,80,30,54
LOC122602086,252,346,530,400
LOC122602097,129,152,211,197
LOC122586090,2,1,5,6
LOC122585199,26,25,139,99
LOC122584278,85,85,264,262
LOC122589147,3,6,48,22
LOC122585038,428,238,489,409
LOC122610972,157,273,1227,630
LOC122579076,40,39,419,324
LOC122584667,2,1,0,4
TRNAR-CCU,0,0,0,0
LOC122608491,801,808,755,691
LOC122605605,349,370,1070,682
LOC122608380,679,794,6378,5267
LOC122604004,34,80,673,698
LOC122585599,8,56,168,48
LOC122589167,1,0,0,0
LOC122585139,6,16,235,314
LOC122601058,686,570,497,405
LOC122601068,2185,1960,1304,1285
LOC122585660,266,354,679,380
LOC122584768,541,857,936,880
LOC122589176,0,0,0,0
LOC122598287,24,19,103,113
LOC122598277,1622,623,558,425
LOC122589185,0,2,1,0
LOC122589196,0,0,0,0
LOC122589206,0,0,0,0
LOC122583238,308,248,338,255
LOC122578175,767,370,302,395
LOC122589215,0,0,0,0
LOC122580643,0,0,0,0
LOC122585192,24,23,69,43
LOC122580099,202,154,331,239
LOC122604541,302,215,329,241
LOC122607944,467,521,865,702
LOC122601104,2766,1421,294,588
LOC122585344,156,152,50,20
LOC122591311,280,227,358,271
LOC122591332,1313,1414,1462,1123
LOC122591340,0,0,0,2
LOC122606209,497,722,4706,4040
LOC122589223,1,3,20,1
LOC122600181,1972,1556,2823,2095
LOC122585933,0,1,2,1
LOC122589241,0,0,0,3
LOC122589250,0,0,0,0
LOC122585316,24,20,6,13
LOC122589266,0,0,0,0
LOC122581182,213,216,334,166
LOC122589274,0,0,0,0
LOC122601906,1547,1367,2067,1643
LOC122599949,30,41,954,977
LOC122599998,4,9,22,13
LOC122589284,275,260,600,534
LOC122585000,382,326,841,608
TRNAK-UUU_2,0,0,0,0
LOC122600309,1024,1514,1360,856
LOC122605805,1015,851,602,576
LOC122585433,17,92,395,315
LOC122596984,1,1,3,6
LOC122585681,139,171,188,164
LOC122589294,7,25,90,80
LOC122589304,11,10,0,0
LOC122589313,38,39,3,3
LOC122585206,54,63,178,166
LOC122585958,2,3,10,3
LOC122580775,73,73,317,179
LOC122589321,0,1,0,0
LOC122601094,4751,6649,6625,5246
LOC122584226,33,41,274,235
LOC122611297,1,8,159,165
LOC122589340,0,1,0,0
LOC122602473,2664,3410,5994,3836
LOC122585672,33,42,86,76
LOC122596396,37,33,121,67
TRNAH-GUG,0,0,0,1
LOC122596386,749,909,1804,1189
LOC122589370,0,0,0,1
LOC122597962,3,28,514,486
LOC122597942,6,10,219,238
LOC122589378,0,0,0,0
LOC122597951,20,36,263,251
LOC122603758,348,156,301,429
LOC122583661,77,60,118,87
LOC122583652,0,0,6,7
LOC122584707,388,484,702,403
LOC122585247,1481,1001,756,581
TRNAC-GCA,0,0,0,0
LOC122584388,5250,6797,8775,6925
LOC122584925,67,81,35,127
LOC122583711,27,52,176,127
LOC122589397,0,0,0,0
LOC122596789,12,16,8,13
LOC122596793,0,0,2,0
LOC122585171,251,282,80,46
LOC122585279,3,1,0,0
LOC122585278,47,28,15,11
LOC122608521,821,699,1476,802
LOC122586016,54,65,3,2
LOC122582158,3,3,2,0
LOC122601563,2227,1342,1302,1022
LOC122589416,0,0,0,0
LOC122589427,0,1,0,0
LOC122589438,0,2,1,0
LOC122589448,0,0,0,0
LOC122589457,19,25,22,12
LOC122585853,340,338,633,491
LOC122607799,460,466,1313,1131
LOC122589478,1,22,23,4
LOC122589487,0,0,0,1
LOC122589497,0,0,0,0
LOC122589515,2,0,0,0
LOC122589526,1,1,0,1
LOC122589536,0,0,0,1
LOC122583267,0,0,0,0
LOC122589548,0,4,7,0
LOC122589563,0,0,0,0
LOC122589589,0,1,0,0
LOC122589599,0,0,0,0
LOC122585285,27,28,163,132
LOC122585089,1,0,1,2
LOC122603675,308,307,956,988
LOC122585054,184,184,77,56
LOC122597970,0,1,0,0
LOC122599057,0,0,1,0
LOC122589626,0,0,1,0
LOC122598352,2924,2292,2548,2048
LOC122608739,5303,5184,1522,1089
LOC122584754,243,191,421,330
LOC122585034,445,473,1322,1074
LOC122585036,330,245,844,645
LOC122589642,35,31,52,40
LOC122586135,0,0,0,0
LOC122589650,0,0,0,0
LOC122584852,978,903,1132,893
LOC122579206,24,52,146,126
LOC122610491,321,291,559,487
LOC122589672,18,0,1,0
LOC122589678,1,0,0,0
LOC122585830,42,36,73,53
LOC122585222,582,630,938,856
LOC122604323,2652,1548,2268,1858
LOC122589699,0,0,0,0
LOC122607992,0,0,0,0
LOC122585889,2845,716,1535,4269
LOC122584663,153,208,175,119
LOC122578482,398,465,680,523
LOC122584878,108,144,245,157
LOC122585986,9,26,16,11
LOC122611129,69,82,38,15
LOC122608699,1622,1419,1948,1543
LOC122585170,3268,3017,2032,1605
LOC122585410,0,0,0,0
LOC122600453,2613,2077,3008,2248
LOC122585654,2,12,4,3
TRNAS-UGA,0,0,0,0
LOC122586026,0,0,0,0
TRNAP-AGG,0,0,0,0
LOC122585468,289,270,625,470
LOC122585542,2,12,103,46
LOC122585668,1457,2054,136,107
LOC122585667,189,167,247,190
LOC122585666,9,8,6,7
LOC122585669,105,238,372,257
LOC122585665,969,631,562,392
LOC122586202,0,0,0,0
LOC122585664,1536,778,882,643
LOC122589742,66,20,12,7
LOC122589753,0,0,0,0
LOC122589764,1,0,7,3
LOC122589773,155,103,30,27
LOC122607840,0,0,0,2
LOC122589793,0,0,0,0
LOC122589802,658,453,269,169
LOC122589812,2,1,0,1
LOC122598207,4113,7593,57060,46584
LOC122598217,257,194,265,231
LOC122598196,51,54,98,92
LOC122589833,88,118,27,6
LOC122589842,304,205,185,304
LOC122599524,59,22,23,41
LOC122599497,265,75,129,207
LOC122589854,0,0,0,0
LOC122589863,92,269,17,2
LOC122599505,487,1095,85,46
LOC122599532,305,549,458,139
LOC122599477,779,1121,71,56
LOC122599547,1,1,0,0
LOC122599484,720,717,174,169
LOC122585541,10,30,30,27
LOC122586113,3,4,0,0
TRNAP-AGG_1,0,0,0,0
LOC122584092,244,348,939,835
LOC122589895,0,0,0,0
LOC122586060,4,7,9,11
LOC122607951,393,875,2217,2572
LOC122609389,365,322,530,444
LOC122585283,110,90,124,103
LOC122585053,45,83,217,146
LOC122581627,679,696,1393,939
LOC122584677,46,68,328,191
LOC122610310,84,126,467,473
LOC122585577,1,2,2,1
